# Sys  At_Num  P(GPa)  Lat_Const(Å)  Vol(Å^3)  Bond_L(A)  RWIGS(Å)  Energy(eV)  Enthalpy(eV)  E-fermi(eV)  C11(GPa)  C12(GPa)  C44(GPa)  B_Mod(GPa)  Young(GPa)  Shear(GPa)  Poisson  Val_e_tot  Val_e_s  Val_e_p  Val_e_d  Val_e_f  DelRho_AvgAtom  DelRho_Tetra  DelRho_Octa  Bader_Ch  Octa_ELF  Tetra_ELF  Avg_ELF
Rh    45,45       0.00      3.0651       28.80     2.654  1.402           -13.843756    -13.843756    10.7332     22.38    337.79    123.69      232.65      33.21      11.13   0.4921    18.00     2.00     0.00    16.00     0.00  -6.9880e+00  9.8442e-01  9.3150e-01  0.00                  0.2413    0.2454    0.2229
Rh    45,45       5.00      3.0442       28.21     2.636  1.402           -13.834429    -12.954069    11.0916     31.95    365.14    133.79      254.08      40.67      13.64   0.4911    18.00     2.00     0.00    16.00     0.00  -6.9607e+00  9.9781e-01  9.4217e-01  0.00                  0.2443    0.2486    0.2243
Rh    45,45      10.00      3.0253       27.69     2.620  1.402           -13.810066    -12.081787    11.4234     36.88    394.00    146.12      274.96      48.43      16.25   0.4902    18.00     2.00     0.00    16.00     0.00  -6.9291e+00  1.0096e+00  9.5145e-01  0.00                  0.2470    0.2515    0.2255
Rh    45,45      15.00      3.0093       27.25     2.606  1.402           -13.775626    -11.224283    11.7135     46.24    418.48    156.73      294.40      58.33      19.59   0.4890    18.00     2.00     0.00    16.00     0.00  -6.8974e+00  1.0193e+00  9.5898e-01  0.00                  0.2492    0.2540    0.2266
Rh    45,45      20.00      2.9931       26.81     2.592  1.402           -13.727636    -10.380570    12.0131     56.39    443.68    165.59      314.59      65.18      21.90   0.4885    18.00     2.00     0.00    16.00     0.00  -6.8608e+00  1.0289e+00  9.6636e-01  0.00                  0.2514    0.2566    0.2276
Rh    45,45      50.00      2.9192       24.88     2.528  1.402           -13.314374     -5.550793    13.4637     82.70    580.05    211.84      414.26      82.30      27.64   0.4890    18.00     2.00     0.00    16.00     0.00  -6.6366e+00  1.0675e+00  9.9622e-01  0.00                  0.2611    0.2681    0.2322
Rh    45,45      75.00      2.8727       23.71     2.488  1.402           -12.860456     -1.763592    14.4632    117.41    691.72    253.62      500.29     111.01      37.31   0.4877    18.00     2.00     0.00    16.00     0.00  -6.4319e+00  1.0845e+00  1.0109e+00  -0.00                 0.2656    0.2748    0.2349
Rh    45,45     100.00      2.8343       22.77     2.455  1.402           -12.350896      1.860602    15.3351    140.94    782.13    289.28      568.40     134.81      45.33   0.4868    18.00     2.00     0.00    16.00     0.00  -6.2355e+00  1.0946e+00  1.0215e+00  0.00                  0.2693    0.2799    0.2370
Rh    45,45     125.00      2.7807       21.50     2.408  1.402           -11.396742      5.378391    16.6381    188.76    935.74    348.25      686.75     176.96      59.55   0.4857    18.00     2.00     0.00    16.00     0.00  -5.9132e+00  1.1004e+00  1.0338e+00  0.00                  0.2737    0.2863    0.2398
Rh    45,45     150.00      2.7734       21.33     2.402  1.402           -11.242823      8.729743    16.8227    199.34    959.80    355.48      706.31     181.83      61.19   0.4857    18.00     2.00     0.00    16.00     0.00  -5.8650e+00  1.1003e+00  1.0351e+00  0.00                  0.2743    0.2870    0.2402
